Date,Open,High,Low,Close,Adj Close,Volume
2016-11-29,1243.71,1259.46,1248.57,1242.73,1242.73,791428
2016-11-30,1281.19,1299.67,1260.97,1265.05,1265.05,132086
2016-12-01,1294.85,1316.6,1303.05,1304.35,1304.35,998935
2016-12-02,1421.35,1448.77,1387.07,1398.19,1398.19,789106
2016-12-03,1397.06,1404.85,1391.49,1384.85,1384.85,432083
2016-12-04,1350.35,1374.34,1322.01,1347.58,1347.58,479753
2016-12-05,1299.37,1299.03,1282.2,1294.61,1294.61,582539
2016-12-06,1262.54,1262.32,1240.54,1237.51,1237.51,712069
2016-12-07,1250.47,1255.45,1239.43,1241.22,1241.22,383306
2016-12-08,1352.66,1354.76,1346.86,1340.65,1340.65,149936
2016-12-09,1322.16,1342.66,1287.4,1303.93,1303.93,289465
2016-12-10,1343.01,1345.25,1332.31,1321.26,1321.26,156154
2016-12-11,1328.85,1350.49,1296.16,1350.24,1350.24,41131
2016-12-12,1400.5,1415.66,1362.37,1379.65,1379.65,203565
2016-12-13,1549.51,1590.69,1525.06,1557.1,1557.1,136282
2016-12-14,1514.18,1559.86,1493.85,1513.35,1513.35,246152
2016-12-15,1502.03,1512.4,1461.13,1498.08,1498.08,776519
2016-12-16,1544.78,1570.58,1537.12,1559.31,1559.31,640951
2016-12-17,1588.24,1604.58,1568.4,1586.19,1586.19,983090
2016-12-18,1726.11,1772.75,1721.14,1741.41,1741.41,871037
2016-12-19,1771.16,1768.79,1762.73,1765.17,1765.17,560139
2016-12-20,1731.16,1757.35,1717.9,1758.65,1758.65,814297
2016-12-21,1780.96,1800.82,1755.43,1779.83,1779.83,871038
2016-12-22,1883.97,1885.24,1817.56,1894.45,1894.45,136230
2016-12-23,1921.35,1940.66,1925.08,1946.81,1946.81,122497
2016-12-24,1978.94,2018.64,1923.63,1999.87,1999.87,320996
2016-12-25,2069.82,2067.49,2046.94,2060.81,2060.81,312483
2016-12-26,2158.04,2201.43,2134.74,2158.58,2158.58,888518
2016-12-27,2304.9,2293.4,2263.21,2302.42,2302.42,808004
2016-12-28,2357.96,2351.82,2318.68,2373.63,2373.63,922604
2016-12-29,2331.12,2396.73,2322.55,2365.57,2365.57,176541
2016-12-30,2351.95,2362.09,2313.21,2336.33,2336.33,868493
2016-12-31,2476.3,2527.57,2407.47,2488.9,2488.9,192933
2017-01-01,2393.8,2428.44,2357.75,2368.66,2368.66,543744
2017-01-02,2445.22,2432.5,2391.12,2430.15,2430.15,843235
2017-01-03,2384.02,2459.39,2329.99,2367.9,2367.9,328777
2017-01-04,2385.94,2413.28,2344.79,2384.56,2384.56,731379
2017-01-05,2508.8,2588.31,2486.11,2555.89,2555.89,515709
2017-01-06,2521.11,2557.52,2524.96,2517.62,2517.62,561520
2017-01-07,2528.09,2616.77,2483.67,2561.54,2561.54,68323
2017-01-08,2436.16,2419.22,2376.4,2425.01,2425.01,893499
2017-01-09,2502.43,2531.82,2476.99,2465.16,2465.16,416004
2017-01-10,2569.02,2619.91,2540.12,2547.43,2547.43,803524
2017-01-11,2800.9,2872.86,2727.16,2799.77,2799.77,788564
2017-01-12,2781.8,2837.86,2758.85,2736.58,2736.58,734210
2017-01-13,2787.96,2857.64,2706.05,2814.21,2814.21,236253
2017-01-14,2840.16,2894.4,2808.25,2859.21,2859.21,220190
2017-01-15,2996.85,3023.26,2933.53,2979.58,2979.58,656312
2017-01-16,3021.83,3021.81,2960.78,2968.12,2968.12,258075
2017-01-17,3044.36,3058.6,2987.54,3028.22,3028.22,754132
2017-01-18,3094.34,3144.61,3027.29,3132.55,3132.55,250596
2017-01-19,3139.26,3172.24,3096.41,3114.7,3114.7,276212
2017-01-20,3084.25,3132.57,3032.52,3037.82,3037.82,965905
2017-01-21,3086.21,3123.64,3104.13,3112.57,3112.57,180598
2017-01-22,3253.66,3315.09,3247.51,3292.23,3292.23,453174
2017-01-23,3108.02,3135.26,3096.67,3109.4,3109.4,116729
2017-01-24,3110.62,3167.94,3074.64,3131.21,3131.21,77593
2017-01-25,3081.9,3100.61,3043.38,3097.46,3097.46,56041
2017-01-26,3215.68,3283.22,3195.66,3225.33,3225.33,755518
2017-01-27,3042.25,3086.47,2982.26,3039.34,3039.34,236114
2017-01-28,2965.5,3012.32,2897.66,2960.65,2960.65,326516
2017-01-29,2993.83,3016.45,2938.28,3045.17,3045.17,592850
2017-01-30,3199.81,3251.5,3181.88,3217.13,3217.13,879531
2017-01-31,3204.38,3201.53,3185.53,3231.0,3231.0,589334
2017-02-01,3154.29,3160.9,3037.34,3144.22,3144.22,986590
2017-02-02,3355.86,3414.31,3346.1,3396.26,3396.26,915520
2017-02-03,3209.12,3189.04,3103.69,3165.21,3165.21,883890
2017-02-04,2944.15,2943.39,2843.76,2902.18,2902.18,139161
2017-02-05,2983.74,3058.86,2904.69,2998.85,2998.85,804055
2017-02-06,2941.98,3000.26,2902.04,2899.03,2899.03,837073
2017-02-07,2796.58,2831.93,2733.22,2807.59,2807.59,275187
2017-02-08,2911.29,2888.88,2818.57,2863.46,2863.46,67572
2017-02-09,2927.58,2931.42,2863.56,2943.49,2943.49,982640
2017-02-10,2826.85,2886.56,2824.13,2819.65,2819.65,911650
2017-02-11,2734.8,2789.86,2691.36,2739.54,2739.54,482268
2017-02-12,2810.44,2823.22,2801.04,2819.98,2819.98,87700
2017-02-13,2885.41,2953.85,2843.54,2860.58,2860.58,58061
2017-02-14,2882.4,2887.96,2828.03,2882.2,2882.2,118957
2017-02-15,3079.98,3193.04,3068.29,3081.49,3081.49,793554
2017-02-16,2972.31,3008.19,2931.73,2958.39,2958.39,834778
2017-02-17,2818.87,2865.45,2769.78,2787.85,2787.85,519650
2017-02-18,2699.65,2754.08,2673.64,2690.35,2690.35,229394
2017-02-19,2710.91,2774.55,2649.64,2762.98,2762.98,901425
2017-02-20,2724.73,2767.97,2738.58,2713.43,2713.43,410366
2017-02-21,2723.27,2739.81,2696.65,2741.16,2741.16,88630
2017-02-22,2781.41,2846.68,2757.06,2758.07,2758.07,78228
2017-02-23,2651.43,2708.24,2586.26,2647.22,2647.22,275198
2017-02-24,2819.49,2869.01,2733.5,2782.55,2782.55,527055
2017-02-25,2793.71,2839.97,2709.73,2802.2,2802.2,5708
2017-02-26,2903.09,2988.15,2893.0,2937.47,2937.47,763017
2017-02-27,2985.16,2966.18,2875.67,2976.97,2976.97,845431
2017-02-28,3033.65,3047.34,3011.31,2982.1,2982.1,577446
2017-03-01,3093.66,3118.13,3033.18,3103.6,3103.6,947796
2017-03-02,3159.71,3207.41,3142.0,3126.62,3126.62,29082
2017-03-03,3259.37,3266.46,3145.28,3186.26,3186.26,35024
2017-03-04,3425.64,3426.35,3356.93,3402.43,3402.43,286605
2017-03-05,3431.76,3502.39,3371.73,3433.96,3433.96,6351
2017-03-06,3557.73,3629.19,3454.25,3539.14,3539.14,965535
2017-03-07,3500.28,3573.26,3516.84,3554.47,3554.47,493269
2017-03-08,3736.73,3760.1,3740.9,3723.76,3723.76,870060
2017-03-09,3641.35,3669.71,3552.0,3627.97,3627.97,105720
2017-03-10,3897.68,3951.78,3886.76,3872.1,3872.1,649789
2017-03-11,3883.27,3955.94,3905.49,3942.64,3942.64,433934
2017-03-12,3678.37,3777.0,3653.47,3713.08,3713.08,898064
2017-03-13,3739.09,3794.76,3660.66,3710.72,3710.72,521751
2017-03-14,3652.24,3706.1,3626.92,3652.64,3652.64,615865
2017-03-15,3794.13,3798.3,3726.45,3761.65,3761.65,127875
2017-03-16,3652.29,3754.11,3659.95,3660.17,3660.17,747572
2017-03-17,3608.79,3623.68,3556.21,3602.85,3602.85,887449
2017-03-18,3371.34,3389.14,3252.37,3355.79,3355.79,669137
2017-03-19,3262.95,3363.75,3187.99,3300.59,3300.59,746216
2017-03-20,2996.67,2999.8,2926.66,2964.79,2964.79,140380
2017-03-21,2817.04,2811.99,2789.16,2772.54,2772.54,568729
2017-03-22,2867.85,2968.28,2813.04,2861.83,2861.83,638970
2017-03-23,3007.92,3017.07,2940.09,2998.83,2998.83,81865
2017-03-24,3059.07,3102.4,3026.01,3074.04,3074.04,14882
2017-03-25,2899.72,2929.26,2846.09,2919.08,2919.08,115883
2017-03-26,2899.88,2984.31,2857.35,2894.8,2894.8,923218
2017-03-27,2899.32,2953.45,2861.48,2948.23,2948.23,223658
2017-03-28,2786.23,2800.15,2736.0,2823.36,2823.36,175504
2017-03-29,2971.67,3025.47,2953.26,3005.04,3005.04,213361
2017-03-30,3081.69,3101.95,3060.2,3089.57,3089.57,358659
2017-03-31,3040.85,3090.49,2991.96,3088.1,3088.1,635913
2017-04-01,3085.97,3068.18,3040.6,3016.28,3016.28,998670
2017-04-02,3080.73,3102.5,3048.22,3052.47,3052.47,651222
2017-04-03,2823.01,2874.37,2782.07,2814.08,2814.08,411874
2017-04-04,2811.85,2830.74,2756.74,2841.14,2841.14,725605
2017-04-05,2751.07,2824.49,2711.97,2713.86,2713.86,755002
2017-04-06,2638.65,2643.98,2580.67,2643.21,2643.21,368209
2017-04-07,2604.2,2654.01,2550.22,2613.89,2613.89,512415
2017-04-08,2792.58,2823.73,2758.06,2797.35,2797.35,758939
2017-04-09,2907.12,2915.35,2868.89,2920.78,2920.78,259669
2017-04-10,2853.73,2904.19,2802.46,2797.75,2797.75,864459
2017-04-11,2883.61,2907.51,2866.14,2880.66,2880.66,707168
2017-04-12,3055.25,3151.23,3051.77,3087.69,3087.69,40530
2017-04-13,3187.94,3200.06,3154.37,3135.63,3135.63,140906
2017-04-14,3204.51,3261.56,3170.52,3207.13,3207.13,408574
2017-04-15,3104.84,3162.59,3069.06,3141.09,3141.09,928376
2017-04-16,3228.18,3287.22,3114.98,3243.77,3243.77,321838
2017-04-17,3259.56,3309.76,3245.45,3292.4,3292.4,88193
2017-04-18,3373.69,3431.2,3304.07,3358.74,3358.74,648786
2017-04-19,3476.88,3487.04,3395.23,3475.69,3475.69,182393
2017-04-20,3651.01,3636.29,3607.85,3572.36,3572.36,746723
2017-04-21,3565.32,3641.89,3446.34,3518.69,3518.69,205781
2017-04-22,3704.81,3775.99,3675.44,3693.69,3693.69,279829
2017-04-23,3759.25,3814.01,3730.74,3750.99,3750.99,929837
2017-04-24,4099.24,4195.15,4008.56,4147.82,4147.82,117254
2017-04-25,3978.5,4033.91,3962.48,3975.01,3975.01,667716
2017-04-26,4301.04,4406.24,4194.76,4291.84,4291.84,303728
2017-04-27,4349.59,4417.06,4316.24,4312.75,4312.75,504669
2017-04-28,4233.11,4289.13,4107.5,4208.42,4208.42,183434
2017-04-29,4176.63,4245.45,4080.54,4194.42,4194.42,536632
2017-04-30,4068.16,4092.84,4008.69,4061.76,4061.76,639779
2017-05-01,4191.21,4192.09,4132.4,4175.9,4175.9,45619
2017-05-02,4274.0,4310.64,4164.97,4241.13,4241.13,499750
2017-05-03,4146.74,4186.52,4061.87,4103.46,4103.46,632395
2017-05-04,4176.95,4250.26,4098.46,4156.15,4156.15,475547
2017-05-05,4497.18,4658.08,4449.07,4575.68,4575.68,227351
2017-05-06,4889.41,4923.08,4794.73,4802.76,4802.76,134015
2017-05-07,4954.03,5001.64,4818.03,4886.9,4886.9,222257
2017-05-08,4941.71,5105.47,4888.21,4910.76,4910.76,716577
2017-05-09,5005.75,5056.8,4864.18,5029.78,5029.78,113319
2017-05-10,5132.77,5193.36,4995.22,5152.66,5152.66,415237
2017-05-11,4888.46,4968.9,4856.48,4926.62,4926.62,795780
2017-05-12,4824.82,5003.47,4836.95,4865.92,4865.92,209358
2017-05-13,4553.69,4637.57,4504.2,4612.86,4612.86,465137
2017-05-14,4643.3,4742.87,4521.92,4673.95,4673.95,672999
2017-05-15,4798.13,4878.25,4729.74,4806.83,4806.83,86030
2017-05-16,4714.88,4722.79,4601.29,4718.78,4718.78,458782
2017-05-17,4985.49,5047.45,4862.12,5003.95,5003.95,698371
2017-05-18,4772.11,4868.86,4697.66,4742.03,4742.03,770937
2017-05-19,4476.02,4530.3,4395.12,4530.49,4530.49,235408
2017-05-20,4547.77,4633.29,4492.15,4583.34,4583.34,367709
2017-05-21,4694.96,4856.17,4707.36,4655.38,4655.38,806072
2017-05-22,5042.93,5150.49,4935.47,4987.95,4987.95,36402
2017-05-23,4981.32,5078.51,4953.23,5036.35,5036.35,66088
2017-05-24,5141.15,5316.56,5148.91,5156.47,5156.47,978744
2017-05-25,5210.42,5318.84,5054.26,5245.44,5245.44,396107
2017-05-26,5190.36,5216.87,5102.17,5138.56,5138.56,160331
2017-05-27,5334.75,5353.76,5189.49,5284.45,5284.45,457237
2017-05-28,5485.53,5557.45,5329.84,5422.13,5422.13,161059
2017-05-29,5196.06,5264.1,5118.28,5106.63,5106.63,184688
2017-05-30,5508.31,5552.12,5471.38,5437.01,5437.01,918420
2017-05-31,5769.11,5923.84,5671.11,5791.66,5791.66,142755
2017-06-01,5635.1,5715.57,5578.5,5689.19,5689.19,455299
2017-06-02,5770.42,5859.34,5732.47,5833.75,5833.75,797399
2017-06-03,5876.72,5902.12,5744.72,5859.0,5859.0,602952
2017-06-04,5895.47,6069.0,5930.01,5938.8,5938.8,958698
2017-06-05,5788.89,5906.11,5659.28,5814.79,5814.79,625562
2017-06-06,5706.77,5696.14,5637.93,5668.17,5668.17,225903
2017-06-07,5681.52,5709.79,5638.6,5663.23,5663.23,480089
2017-06-08,5994.51,6070.14,5905.52,5849.32,5849.32,850093
2017-06-09,6104.6,6160.08,5897.24,5981.4,5981.4,613026
2017-06-10,6040.53,6026.41,5863.09,5915.33,5915.33,204379
2017-06-11,6145.17,6359.59,6031.67,6106.38,6106.38,830884
2017-06-12,5549.08,5637.52,5453.28,5553.04,5553.04,538145
2017-06-13,5727.77,5949.32,5724.91,5732.07,5732.07,425517
2017-06-14,5417.25,5467.99,5360.84,5462.74,5462.74,843332
2017-06-15,5322.1,5401.27,5248.58,5393.84,5393.84,556748
2017-06-16,5080.58,5233.48,5011.83,5168.96,5168.96,87923
2017-06-17,4877.97,4919.15,4751.08,4906.66,4906.66,837232
2017-06-18,5113.08,5184.83,5037.94,5042.36,5042.36,404048
2017-06-19,4939.35,5024.72,4845.06,4988.45,4988.45,965912
2017-06-20,5071.72,5128.46,5034.87,5011.37,5011.37,800058
2017-06-21,5041.83,5073.92,4908.75,5101.63,5101.63,189944
2017-06-22,5148.01,5188.57,5154.41,5216.8,5216.8,478237
2017-06-23,5211.09,5176.86,5102.0,5231.27,5231.27,997463
2017-06-24,4902.97,4927.48,4872.46,4911.85,4911.85,884371
2017-06-25,5171.3,5276.16,5056.81,5165.66,5165.66,621447
2017-06-26,4997.43,5066.22,4943.55,4968.93,4968.93,542090
2017-06-27,4745.22,4823.94,4668.02,4664.59,4664.59,279477
2017-06-28,4669.26,4770.37,4595.33,4688.59,4688.59,298264
2017-06-29,4920.58,5026.78,4836.38,4934.01,4934.01,618909
2017-06-30,5102.3,5143.77,5014.89,5196.37,5196.37,678519
2017-07-01,5087.21,5163.76,4927.05,4992.32,4992.32,418876
2017-07-02,5013.37,5077.07,4949.86,5040.47,5040.47,582131
2017-07-03,4910.6,5035.54,4837.34,4924.49,4924.49,650467
2017-07-04,5362.18,5482.28,5264.46,5411.13,5411.13,166591
2017-07-05,5397.65,5604.73,5384.98,5497.19,5497.19,357477
2017-07-06,5512.0,5639.7,5463.45,5613.49,5613.49,740937
2017-07-07,5780.54,5841.45,5727.75,5747.12,5747.12,45935
2017-07-08,5793.97,5956.01,5817.49,5921.19,5921.19,23507
2017-07-09,5826.49,5798.63,5749.64,5726.28,5726.28,203132
2017-07-10,5771.13,5900.77,5727.89,5674.01,5674.01,347415
2017-07-11,5785.11,5754.76,5616.72,5722.46,5722.46,844655
2017-07-12,5752.45,5786.64,5616.69,5786.72,5786.72,159747
2017-07-13,5956.24,6048.72,5735.85,5899.52,5899.52,376631
2017-07-14,5927.7,6027.35,5791.63,5979.74,5979.74,542961
2017-07-15,6114.45,6174.28,6092.69,6144.27,6144.27,110619
2017-07-16,6145.49,6173.88,5925.94,6034.35,6034.35,560758
2017-07-17,6128.86,6268.16,5953.32,6193.78,6193.78,829035
2017-07-18,5593.54,5704.13,5571.44,5572.13,5572.13,479041
2017-07-19,5888.26,6014.96,5758.99,5932.06,5932.06,425446
2017-07-20,5996.83,5964.32,5774.4,5913.69,5913.69,670902
2017-07-21,6232.45,6340.21,6096.88,6195.85,6195.85,766923
2017-07-22,5531.73,5662.88,5372.48,5509.6,5509.6,848839
2017-07-23,6028.99,6041.18,5993.44,5949.25,5949.25,579109
2017-07-24,6038.36,6056.93,5945.46,5954.29,5954.29,298834
2017-07-25,6204.55,6286.82,6173.05,6198.14,6198.14,531942
2017-07-26,6025.78,6133.0,5900.33,5952.34,5952.34,461773
2017-07-27,6132.95,6258.56,6008.81,6101.81,6101.81,637547
2017-07-28,5926.77,6022.86,5734.98,5908.26,5908.26,741904
2017-07-29,5781.6,5803.19,5701.88,5820.75,5820.75,351408
2017-07-30,6190.01,6272.81,6224.35,6246.11,6246.11,814878
2017-07-31,6154.49,6198.51,6042.0,6263.83,6263.83,358659
2017-08-01,6265.08,6310.26,6136.56,6275.48,6275.48,573772
2017-08-02,6428.24,6585.15,6437.82,6513.19,6513.19,569366
2017-08-03,6580.33,6781.54,6513.23,6644.62,6644.62,524259
2017-08-04,6701.23,6789.78,6508.36,6646.5,6646.5,377968
2017-08-05,6736.52,6848.19,6603.66,6798.29,6798.29,529513
2017-08-06,7446.21,7660.95,7336.35,7351.84,7351.84,387242
2017-08-07,7502.4,7597.25,7368.69,7517.07,7517.07,75745
2017-08-08,7461.91,7712.22,7283.67,7565.38,7565.38,242268
2017-08-09,7813.86,7955.1,7675.3,7771.29,7771.29,475475
2017-08-10,8209.21,8255.4,8091.44,8257.64,8257.64,177559
2017-08-11,8640.88,8610.61,8524.65,8471.29,8471.29,725036
2017-08-12,8897.42,9018.78,8632.92,8751.64,8751.64,12721
2017-08-13,8508.92,8469.51,8377.49,8328.71,8328.71,396803
2017-08-14,9065.67,9097.68,8969.35,9091.58,9091.58,109878
2017-08-15,8571.78,8756.28,8481.62,8684.77,8684.77,564725
2017-08-16,8647.58,8878.39,8654.6,8812.7,8812.7,151061
2017-08-17,8458.15,8630.61,8317.91,8351.83,8351.83,689086
2017-08-18,8402.23,8505.12,8432.96,8463.22,8463.22,726900
2017-08-19,8617.9,8679.56,8413.18,8634.53,8634.53,867269
2017-08-20,8727.81,8860.86,8625.84,8609.84,8609.84,623503
2017-08-21,8774.17,9112.56,8854.86,8894.72,8894.72,388581
2017-08-22,9516.55,9659.26,9416.91,9334.97,9334.97,828600
2017-08-23,9585.26,9900.31,9363.84,9541.57,9541.57,983173
2017-08-24,9534.73,9766.0,9299.24,9540.74,9540.74,991544
2017-08-25,9964.36,10107.29,9861.4,9976.75,9976.75,365258
2017-08-26,10408.55,10483.31,10179.87,10312.53,10312.53,334760
2017-08-27,9920.08,10130.38,9750.41,9837.95,9837.95,139480
2017-08-28,10091.63,10370.45,9883.55,10089.81,10089.81,922657
2017-08-29,10457.35,10667.39,10360.57,10395.87,10395.87,388031
2017-08-30,10417.21,10514.58,10150.47,10277.31,10277.31,667415
2017-08-31,11048.27,11131.06,10936.4,10922.82,10922.82,807192
2017-09-01,10881.57,11009.8,10770.85,10950.72,10950.72,543040
2017-09-02,10947.33,11134.9,10647.07,10943.7,10943.7,746089
2017-09-03,10941.32,10961.74,10720.96,10987.38,10987.38,922304
2017-09-04,11009.32,11176.28,10818.43,10984.46,10984.46,67573
2017-09-05,10404.15,10511.1,10415.13,10335.73,10335.73,424270
2017-09-06,9863.83,9900.83,9667.22,9741.99,9741.99,193888
2017-09-07,10596.83,10672.34,10330.67,10653.91,10653.91,290010
2017-09-08,10214.06,10392.98,10077.37,10063.24,10063.24,788424
2017-09-09,9726.94,9932.03,9523.62,9699.87,9699.87,811128
2017-09-10,9024.42,9076.16,8995.43,8872.38,8872.38,454498
2017-09-11,8726.28,8928.34,8701.29,8815.11,8815.11,234886
2017-09-12,8337.01,8422.08,8104.99,8355.91,8355.91,886129
2017-09-13,8913.47,9157.59,8822.51,9038.41,9038.41,74541
2017-09-14,9352.75,9539.85,9212.65,9390.66,9390.66,53838
2017-09-15,9031.31,9174.31,8893.24,9013.92,9013.92,816832
2017-09-16,9854.46,9995.49,9653.5,9859.99,9859.99,345421
2017-09-17,10247.37,10530.64,10270.92,10240.01,10240.01,381836
2017-09-18,10254.12,10189.15,9890.0,10071.81,10071.81,280709
2017-09-19,9156.33,9348.25,8997.13,9116.9,9116.9,40585
2017-09-20,10094.6,10211.59,10054.62,9998.06,9998.06,953337
2017-09-21,9510.77,9834.96,9366.22,9459.86,9459.86,384703
2017-09-22,9017.23,8971.43,8864.63,8898.39,8898.39,799526
2017-09-23,9345.32,9505.18,9237.27,9295.88,9295.88,163352
2017-09-24,10286.13,10546.09,10074.42,10459.71,10459.71,571935
2017-09-25,10882.62,11071.73,10597.74,10938.63,10938.63,700738
2017-09-26,11249.52,11199.45,11128.38,11334.23,11334.23,938017
2017-09-27,11461.24,11782.93,11304.45,11405.12,11405.12,918658
2017-09-28,11907.64,12040.23,11684.92,11840.91,11840.91,883230
2017-09-29,12328.32,12456.56,12093.11,12166.83,12166.83,422350
2017-09-30,12478.91,12467.32,12244.56,12261.67,12261.67,787260
2017-10-01,12398.43,12621.56,12421.59,12307.92,12307.92,633338
2017-10-02,12532.31,12579.82,12164.49,12585.76,12585.76,402894
2017-10-03,11945.98,12087.69,11902.76,12236.73,12236.73,662654
2017-10-04,11906.09,11973.5,11865.74,11772.53,11772.53,272718
2017-10-05,11251.29,11443.38,10889.64,11045.83,11045.83,36183
2017-10-06,11077.84,11208.06,10860.07,11102.47,11102.47,705107
2017-10-07,10656.52,10767.71,10548.9,10604.37,10604.37,329750
2017-10-08,10210.55,10406.29,10159.23,10209.16,10209.16,150710
2017-10-09,10356.52,10571.62,10135.5,10218.33,10218.33,58194
2017-10-10,10920.25,10954.05,10839.22,10919.47,10919.47,441769
2017-10-11,11403.38,11548.34,11271.53,11274.15,11274.15,27082
2017-10-12,10753.51,10707.4,10435.43,10621.84,10621.84,672666
2017-10-13,10299.12,10274.59,10250.94,10138.45,10138.45,895803
2017-10-14,10602.43,10682.34,10635.14,10642.47,10642.47,128899
2017-10-15,10351.47,10519.48,10260.57,10411.44,10411.44,270951
2017-10-16,10131.05,10215.02,10132.29,10126.73,10126.73,183414
2017-10-17,10340.85,10427.87,10392.21,10531.37,10531.37,33143
2017-10-18,9943.91,10157.84,9726.61,10129.36,10129.36,122952
2017-10-19,10089.31,10331.67,9989.23,10213.19,10213.19,321558
2017-10-20,9486.73,9635.85,9517.77,9643.79,9643.79,746662
2017-10-21,9273.34,9458.99,9273.29,9385.54,9385.54,812147
2017-10-22,9430.77,9479.98,9202.72,9569.93,9569.93,718414
2017-10-23,8852.4,9011.02,8752.48,8778.04,8778.04,860366
2017-10-24,9075.4,9213.45,8957.4,9046.42,9046.42,13202
2017-10-25,9114.02,9211.76,8819.35,9189.58,9189.58,553275
2017-10-26,9314.87,9358.85,9156.63,9341.38,9341.38,167812
2017-10-27,9312.83,9445.86,9263.24,9487.0,9487.0,772562
2017-10-28,9839.59,9921.6,9828.47,9972.93,9972.93,77848
2017-10-29,10040.25,10057.05,9834.84,10059.46,10059.46,480106
2017-10-30,9689.76,9815.22,9693.03,9846.64,9846.64,185943
2017-10-31,9916.61,10068.21,9641.89,9918.78,9918.78,258476
2017-11-01,10005.69,10357.94,9978.69,10073.14,10073.14,669987
2017-11-02,10184.2,10387.66,9919.12,10222.37,10222.37,231721
2017-11-03,10086.49,10380.99,10098.4,10217.06,10217.06,226366
2017-11-04,9834.36,10023.57,9789.6,9947.68,9947.68,576357
2017-11-05,9635.88,9797.9,9478.84,9645.93,9645.93,41409
2017-11-06,9095.75,9157.52,8824.61,9026.6,9026.6,259329
2017-11-07,9710.33,9930.24,9635.52,9610.05,9610.05,357166
2017-11-08,9290.2,9407.06,9095.33,9401.5,9401.5,474851
2017-11-09,9075.44,9164.38,8964.62,9057.09,9057.09,112689
2017-11-10,8704.46,8984.58,8751.4,8731.68,8731.68,107948
2017-11-11,9023.25,9189.4,9096.33,9016.41,9016.41,717846
2017-11-12,9005.1,9098.65,8930.08,9101.76,9101.76,526899
2017-11-13,9411.66,9744.49,9436.63,9577.2,9577.2,913479
2017-11-14,9267.21,9252.43,9188.63,9324.0,9324.0,556945
2017-11-15,9294.52,9484.17,9134.63,9388.67,9388.67,543750
2017-11-16,9035.87,9295.8,9043.73,9011.66,9011.66,994813
2017-11-17,9806.91,10047.24,9701.46,9808.58,9808.58,773112
2017-11-18,9425.49,9570.71,9309.16,9277.53,9277.53,90299
2017-11-19,9468.14,9612.9,9396.41,9636.9,9636.9,825979
2017-11-20,9700.8,9895.08,9628.85,9673.0,9673.0,895186
2017-11-21,9876.19,10220.39,9871.96,10004.74,10004.74,947567
2017-11-22,9989.92,10066.07,9812.33,9901.19,9901.19,761814
2017-11-23,9786.07,10008.8,9639.72,9864.48,9864.48,345417
2017-11-24,9922.98,9911.3,9623.49,10008.28,10008.28,514622
2017-11-25,9746.74,9836.43,9774.9,9693.55,9693.55,342541
2017-11-26,10146.21,10522.0,10196.4,10310.22,10310.22,578076
2017-11-27,11182.68,11307.14,10879.55,11030.44,11030.44,174595
2017-11-28,10935.19,11140.9,10828.01,10791.26,10791.26,686644
2017-11-29,10461.35,10392.51,10196.24,10345.89,10345.89,613252
2017-11-30,10431.42,10551.33,10227.91,10203.91,10203.91,458212
2017-12-01,11536.67,11793.48,11429.21,11572.03,11572.03,329391
2017-12-02,11141.16,11310.48,10921.89,11128.32,11128.32,276850
2017-12-03,11870.67,11926.32,11694.19,11713.5,11713.5,487830
2017-12-04,12679.66,12938.15,12638.8,12540.94,12540.94,536212
2017-12-05,12559.01,12733.88,12278.96,12489.78,12489.78,505593
2017-12-06,12770.67,12899.83,12439.74,12861.48,12861.48,541209
2017-12-07,13634.61,13972.4,13371.96,13587.68,13587.68,419648
2017-12-08,13346.97,13680.06,13379.91,13440.9,13440.9,906392
2017-12-09,13199.98,13680.11,13101.75,13440.57,13440.57,543101
2017-12-10,13140.77,13268.44,12750.21,13067.98,13067.98,630036
2017-12-11,12470.09,12566.02,12219.06,12413.37,12413.37,896420
2017-12-12,12191.58,12318.99,11975.23,12246.99,12246.99,721610
2017-12-13,11542.08,11702.15,11578.46,11676.49,11676.49,913510
2017-12-14,11735.47,11974.74,11408.57,11738.79,11738.79,987460
2017-12-15,11205.55,11570.48,11082.55,11353.44,11353.44,658428
2017-12-16,11504.18,11659.73,11419.47,11588.71,11588.71,565215
2017-12-17,10669.58,10843.93,10614.14,10649.3,10649.3,464558
2017-12-18,10983.05,10958.97,10789.93,11046.28,11046.28,892580
2017-12-19,11329.14,11533.23,11050.84,11290.28,11290.28,555827
2017-12-20,10351.32,10569.45,10353.64,10474.97,10474.97,274827
2017-12-21,10600.71,10658.49,10399.11,10459.57,10459.57,124031
2017-12-22,11086.84,11334.4,10823.66,11088.67,11088.67,348295
2017-12-23,10543.09,10624.22,10357.41,10697.13,10697.13,167746
2017-12-24,11436.25,11465.79,11040.79,11425.16,11425.16,577991
2017-12-25,11533.54,11718.27,11216.61,11396.41,11396.41,846242
2017-12-26,11220.68,11293.41,11239.9,11259.22,11259.22,349255
2017-12-27,11153.3,11559.08,11017.67,11088.75,11088.75,741703
2017-12-28,11463.3,11562.25,11347.87,11661.1,11661.1,873409
2017-12-29,11620.11,11579.49,11236.85,11671.86,11671.86,743474
2017-12-30,11762.8,11867.11,11705.98,11625.62,11625.62,667477
2017-12-31,11480.47,11640.21,11042.85,11500.13,11500.13,791097
2018-01-01,11566.55,11610.56,11253.14,11608.47,11608.47,831822
